Stock A,Stock B,Correlation,Lag,Transfer Entropy
SHRIRAMFIN.NS,IRFC.NS,0.520968885864947,-20,0.317841205146162
SHRIRAMFIN.NS,DIVISLAB.NS,0.7499708962312931,20,0.2217971705703592
SHRIRAMFIN.NS,GAIL.NS,0.6635081319586453,-20,0.4041247283346774
SHRIRAMFIN.NS,LTIM.NS,0.8214927950233947,4,0.3059227563090092
SHRIRAMFIN.NS,IRCTC.NS,-0.6177759502209587,20,0.33034275480472663
SHRIRAMFIN.NS,ADANIGREEN.NS,-0.3021131839606816,20,0.31825454570762257
SHRIRAMFIN.NS,VEDL.NS,0.6852606254036503,1,0.21017874580329632
SHRIRAMFIN.NS,EICHERMOT.NS,0.5132570922089028,-20,0.29521717938725234
SHRIRAMFIN.NS,CANBK.NS,-0.6526583542143638,20,0.40989354740005624
SHRIRAMFIN.NS,IOC.NS,-0.2722909998612372,20,0.3771189558618562
SHRIRAMFIN.NS,GRASIM.NS,0.8003205982403893,-1,0.26122442254771205
SHRIRAMFIN.NS,TVSMOTOR.NS,0.8811726278199655,-13,0.2643445462742229
SHRIRAMFIN.NS,HEROMOTOCO.NS,0.6457246210266506,-20,0.36554264802366254
SHRIRAMFIN.NS,MOTHERSON.NS,0.809594532017987,-2,0.2672634343240734
SHRIRAMFIN.NS,DLF.NS,-0.2577514214037254,-20,0.45174197332353994
SHRIRAMFIN.NS,BPCL.NS,0.6216338492395245,-20,0.33335262779544717
SHRIRAMFIN.NS,JSWENERGY.NS,0.7493968851630017,-14,0.33210460396469343
SHRIRAMFIN.NS,BAJAJ-AUTO.NS,0.7930978297246413,-12,0.19945873942029457
SHRIRAMFIN.NS,M&M.NS,0.6116858602660453,1,0.2553824691434803
SHRIRAMFIN.NS,TRENT.NS,0.9189268074017204,6,0.2534987207415448
SHRIRAMFIN.NS,TATAPOWER.NS,0.37608605433113435,-1,0.4612291909721018
SHRIRAMFIN.NS,ABB.NS,0.49350486482490946,-20,0.39479438449080106
SHRIRAMFIN.NS,SIEMENS.NS,0.5374065151817928,-1,0.37469803239593114
SHRIRAMFIN.NS,BHEL.NS,-0.4121422543681562,20,0.4045626603683826
SHRIRAMFIN.NS,ULTRACEMCO.NS,0.7077722045708011,-1,0.35006590139964633
SHRIRAMFIN.NS,HAVELLS.NS,0.7060598126159766,-16,0.3479610498705974
SHRIRAMFIN.NS,VBL.NS,0.49726775956347213,-2,0.3538542088306327
BAJAJHLDNG.NS,CHOLAFIN.NS,0.2716780735097735,-3,0.2452149144247192
BAJAJHLDNG.NS,BAJAJFINSV.NS,0.5725131548591416,1,0.33176484968266673
BAJAJHLDNG.NS,BAJFINANCE.NS,0.4625060358027683,-1,0.32567583130192457
BAJAJHLDNG.NS,INDUSINDBK.NS,-0.8312090032544854,-20,0.18356783627717754
BAJAJHLDNG.NS,HINDALCO.NS,-0.2702531610796909,20,0.4068461731220592
BAJAJHLDNG.NS,COALINDIA.NS,-0.5346406825649569,20,0.28153251773460486
BAJAJHLDNG.NS,HDFCBANK.NS,0.815529745934076,-11,0.26106305559944487
BAJAJHLDNG.NS,SUNPHARMA.NS,0.7347561788946199,2,0.2549294484314506
BAJAJHLDNG.NS,ZOMATO.NS,0.7548863153196668,-20,0.23557299003523835
BAJAJHLDNG.NS,AXISBANK.NS,-0.4776620232163255,20,0.29519095701321096
BAJAJHLDNG.NS,JSWSTEEL.NS,0.6614176661928921,-7,0.33087444254960885
BAJAJHLDNG.NS,ICICIGI.NS,0.6004972321101922,-11,0.28483079279779955
BAJAJHLDNG.NS,NAUKRI.NS,0.8350691083182309,-20,0.3301966233648883
BAJAJHLDNG.NS,NESTLEIND.NS,-0.6289446565816929,-20,0.2438071006338145
BAJAJHLDNG.NS,RELIANCE.NS,-0.7194681265417543,20,0.21562550448437323
BAJAJHLDNG.NS,INDIGO.NS,0.5115227485997534,-1,0.24931910197659457
BAJAJHLDNG.NS,BHARTIARTL.NS,0.8410677112738209,12,0.16853260075776078
BAJAJHLDNG.NS,ICICIBANK.NS,0.8162417747058717,-4,0.24818394819581158
BAJAJHLDNG.NS,WIPRO.NS,0.9184163580371308,-1,0.21581646082293182
BAJAJHLDNG.NS,POWERGRID.NS,0.3069691775773669,-20,0.3389459258978209
BAJAJHLDNG.NS,TITAN.NS,-0.33271145335054897,-20,0.5380114653323753
BAJAJHLDNG.NS,ATGL.NS,-0.8932786994604088,5,0.1934000453083955
BAJAJHLDNG.NS,SHREECEM.NS,0.2732023050807773,1,0.582435533754349
BAJAJHLDNG.NS,ADANIPORTS.NS,-0.5849505710337894,20,0.3434374926482455
BAJAJHLDNG.NS,SBILIFE.NS,0.14213904746096173,5,0.29973559755083323
BAJAJHLDNG.NS,DRREDDY.NS,0.38214132343989343,-20,0.5551023321896177
BAJAJHLDNG.NS,TATACONSUM.NS,-0.5135318920169223,20,0.316500603699583
BAJAJHLDNG.NS,INFY.NS,0.8016058898951003,-4,0.24550780204260303
BAJAJHLDNG.NS,BRITANNIA.NS,-0.13715544510279748,20,0.33252275632574124
BAJAJHLDNG.NS,ZYDUSLIFE.NS,-0.445777419817185,20,0.2896505178879307
BAJAJHLDNG.NS,ADANIENT.NS,-0.7604648510788808,-4,0.22148786317436286
BAJAJHLDNG.NS,HAL.NS,-0.4924262750323639,20,0.3457636291780467
BAJAJHLDNG.NS,ADANIENSOL.NS,-0.7659409433924519,-3,0.2644673324072522
BAJAJHLDNG.NS,LODHA.NS,-0.35905366011836987,20,0.4810765298150248
BAJAJHLDNG.NS,TCS.NS,0.5545415379301935,-11,0.4653379456969451
BAJAJHLDNG.NS,JINDALSTEL.NS,-0.554979558646792,20,0.3996342437360365
BAJAJHLDNG.NS,ITC.NS,0.5530673027460687,-20,0.29567704233856795
BAJAJHLDNG.NS,TATASTEEL.NS,-0.8329524024135926,20,0.2693191804966465
BAJAJHLDNG.NS,HINDUNILVR.NS,0.3390047807636387,-20,0.25474863188137464
BAJAJHLDNG.NS,HDFCLIFE.NS,0.45832785815556265,-20,0.2129855506789714
BAJAJHLDNG.NS,BANKBARODA.NS,-0.8365780819819026,9,0.2623108332993078
BAJAJHLDNG.NS,PFC.NS,-0.36664000268098595,20,0.5056275890997945
BAJAJHLDNG.NS,DMART.NS,-0.617331656556542,20,0.2882369687034676
BAJAJHLDNG.NS,SBIN.NS,-0.4415180164034535,20,0.41880865838616277
BAJAJHLDNG.NS,GODREJCP.NS,-0.5388631687500485,20,0.31373573305996727
BAJAJHLDNG.NS,UNITDSPR.NS,0.8074717667257783,-19,0.1714406106176667
BAJAJHLDNG.NS,UNIONBANK.NS,-0.8456743288872742,8,0.178248277704816
BAJAJHLDNG.NS,KOTAKBANK.NS,0.5538899059771117,-1,0.2780404169409817
BAJAJHLDNG.NS,ADANIPOWER.NS,-0.708271701134202,20,0.19712971010194746
BAJAJHLDNG.NS,BOSCHLTD.NS,0.5039147681979234,-20,0.38741209532360854
BAJAJHLDNG.NS,HCLTECH.NS,0.8122971019781926,6,0.30644997497850923
BAJAJHLDNG.NS,MARUTI.NS,-0.5022295270131789,-18,0.37645968144340736
BAJAJHLDNG.NS,AMBUJACEM.NS,-0.7730231256776143,20,0.24935832083027998
BAJAJHLDNG.NS,NTPC.NS,-0.19384612233132817,20,0.32810320628956735
BAJAJHLDNG.NS,LT.NS,-0.19542148887924093,20,0.4637528455679758
BAJAJHLDNG.NS,ASIANPAINT.NS,-0.39916341008320927,20,0.18992374348056462
BAJAJHLDNG.NS,RECLTD.NS,-0.3403394776057904,20,0.3915242364129059
BAJAJHLDNG.NS,APOLLOHOSP.NS,0.7828963077644466,-11,0.3057277534598548
BAJAJHLDNG.NS,PIDILITIND.NS,-0.19964740712835788,20,0.31622715592756667
BAJAJHLDNG.NS,ICICIPRULI.NS,0.5682914259156594,-20,0.2927124860925592
BAJAJHLDNG.NS,TORNTPHARM.NS,0.7482065713001812,-16,0.26958577820802243
BAJAJHLDNG.NS,PNB.NS,-0.9093940093839433,10,0.30951471812635856
BAJAJHLDNG.NS,BEL.NS,0.4027663902193168,-20,0.29697749266862916
BAJAJHLDNG.NS,TECHM.NS,0.8908029672221289,-13,0.22280548909963405
BAJAJHLDNG.NS,LICI.NS,-0.6476598559650822,20,0.27113936625602997
BAJAJHLDNG.NS,CIPLA.NS,0.32695405918392917,-20,0.34045832611046256
BAJAJHLDNG.NS,NHPC.NS,-0.8242708429633915,20,0.2726530494588295
BAJAJHLDNG.NS,JIOFIN.NS,-0.8024925479048052,20,0.2788897175042442
BAJAJHLDNG.NS,TATAMOTORS.NS,-0.6945049183598129,11,0.2608764698363645
BAJAJHLDNG.NS,DABUR.NS,-0.3572856640017584,20,0.29670487628630005
BAJAJHLDNG.NS,ONGC.NS,-0.46612247855241123,20,0.36846145040146927
BAJAJHLDNG.NS,IRFC.NS,-0.621713581656074,20,0.2843183159096052
BAJAJHLDNG.NS,DIVISLAB.NS,0.8971307673879104,-20,0.15365237831510548
BAJAJHLDNG.NS,GAIL.NS,-0.403316986064009,20,0.418588552392959
BAJAJHLDNG.NS,LTIM.NS,0.7883450776805835,-10,0.3126257713351177
BAJAJHLDNG.NS,IRCTC.NS,-0.9061585733474709,14,0.20864603828597272
BAJAJHLDNG.NS,ADANIGREEN.NS,-0.6479724367139723,6,0.1786018499985943
BAJAJHLDNG.NS,VEDL.NS,0.49333093885194074,-11,0.21666843359366428
BAJAJHLDNG.NS,EICHERMOT.NS,0.7085845848532238,-11,0.24575861898043205
BAJAJHLDNG.NS,CANBK.NS,-0.902284494591968,10,0.26962456017690095
BAJAJHLDNG.NS,IOC.NS,-0.6237244607993678,20,0.30142528562072735
BAJAJHLDNG.NS,GRASIM.NS,0.41350788219493634,-9,0.3601157702481199
BAJAJHLDNG.NS,TVSMOTOR.NS,0.5761258289642721,-10,0.2036219262429454
BAJAJHLDNG.NS,HEROMOTOCO.NS,-0.5034775872307342,20,0.3679511807033067
BAJAJHLDNG.NS,MOTHERSON.NS,0.37244699751726956,-17,0.2033316231992156
BAJAJHLDNG.NS,DLF.NS,-0.5061357418341867,10,0.24162794821235445
BAJAJHLDNG.NS,BPCL.NS,-0.350741786836454,20,0.32611252197186036
BAJAJHLDNG.NS,JSWENERGY.NS,0.2854674655845355,-20,0.36679513245665885
BAJAJHLDNG.NS,BAJAJ-AUTO.NS,0.18800335155504058,-20,0.18264292574742902
BAJAJHLDNG.NS,M&M.NS,0.7553334722558757,-13,0.2349488816532681
BAJAJHLDNG.NS,TRENT.NS,0.7222809514552033,-14,0.19258267221496295
BAJAJHLDNG.NS,TATAPOWER.NS,-0.4450342389222379,20,0.2956079372706504
BAJAJHLDNG.NS,ABB.NS,-0.510590024577071,20,0.31975364558968544
BAJAJHLDNG.NS,SIEMENS.NS,0.2866553132851391,-20,0.30449786128795586
BAJAJHLDNG.NS,BHEL.NS,-0.7928700923558609,20,0.3163186116553489
BAJAJHLDNG.NS,ULTRACEMCO.NS,0.6198492950588266,-5,0.32079534414958344
BAJAJHLDNG.NS,HAVELLS.NS,-0.36588908391328523,20,0.3281441230841965
BAJAJHLDNG.NS,VBL.NS,-0.3014628604038024,20,0.3268623489784279
CHOLAFIN.NS,BAJAJFINSV.NS,0.45705229158099414,1,0.37616785063317526
CHOLAFIN.NS,BAJFINANCE.NS,0.44047619281770034,-1,0.36373075916773
CHOLAFIN.NS,INDUSINDBK.NS,-0.18771332933819068,20,0.23192829378288093
CHOLAFIN.NS,HINDALCO.NS,0.7227424876924176,9,0.33402524166540115
CHOLAFIN.NS,COALINDIA.NS,0.6052999431508981,-15,0.26476694337667017
CHOLAFIN.NS,HDFCBANK.NS,0.3787071540690139,12,0.3325731279988897
CHOLAFIN.NS,SUNPHARMA.NS,0.5690389896156308,20,0.4192583707558686
CHOLAFIN.NS,ZOMATO.NS,0.5474567015213608,20,0.3911235976618028
CHOLAFIN.NS,AXISBANK.NS,0.6494259189358872,2,0.35194952221754294
CHOLAFIN.NS,JSWSTEEL.NS,0.6025208895654316,1,0.32108609100870344
CHOLAFIN.NS,ICICIGI.NS,0.7216629113524792,19,0.2449915640064494
CHOLAFIN.NS,NAUKRI.NS,0.4483900115841783,20,0.3349292523279441
CHOLAFIN.NS,NESTLEIND.NS,0.2750677128075336,-4,0.30142721753819846
CHOLAFIN.NS,RELIANCE.NS,0.402570090520395,-19,0.3795417318448481
CHOLAFIN.NS,INDIGO.NS,0.7585164928692217,-2,0.24390094164677634
CHOLAFIN.NS,BHARTIARTL.NS,0.5490982879680927,4,0.3490926678408204
CHOLAFIN.NS,ICICIBANK.NS,0.4571345703165806,20,0.37646653221086934
CHOLAFIN.NS,WIPRO.NS,-0.20066191977810333,-20,0.4477619489988709
CHOLAFIN.NS,POWERGRID.NS,0.6830305265191432,10,0.33733858983627774
CHOLAFIN.NS,TITAN.NS,-0.11998060690396142,17,0.5383691338081933
CHOLAFIN.NS,ATGL.NS,-0.2877331022349294,20,0.33241463273823535
CHOLAFIN.NS,SHREECEM.NS,0.2735969647411252,1,0.5097741359204684
CHOLAFIN.NS,ADANIPORTS.NS,0.6035052428973936,-19,0.40944868993423156
CHOLAFIN.NS,SBILIFE.NS,0.6915250697493087,20,0.27268332920678084
CHOLAFIN.NS,DRREDDY.NS,0.5693438047312779,18,0.40737693431444777
CHOLAFIN.NS,TATACONSUM.NS,0.3873223318983069,-16,0.3063103731679715
CHOLAFIN.NS,INFY.NS,0.4426351509513335,20,0.3236070767119419
CHOLAFIN.NS,BRITANNIA.NS,0.7885175118874094,2,0.216041272499906
CHOLAFIN.NS,ZYDUSLIFE.NS,0.702978536094932,-20,0.36432900189712103
CHOLAFIN.NS,ADANIENT.NS,0.17388015474425,-18,0.23834578621354274
CHOLAFIN.NS,HAL.NS,0.6455438051964633,-15,0.24722326782753312
CHOLAFIN.NS,ADANIENSOL.NS,0.24447314578656243,-20,0.3034742764307655
CHOLAFIN.NS,LODHA.NS,0.39390666628139875,-14,0.38196888368589255
CHOLAFIN.NS,TCS.NS,0.5072157397258031,20,0.37821444211972777
CHOLAFIN.NS,JINDALSTEL.NS,0.6185670584852411,-1,0.3332772811690812
CHOLAFIN.NS,ITC.NS,0.7197477625028195,20,0.2879315828027327
CHOLAFIN.NS,TATASTEEL.NS,0.30587610156885153,-19,0.3652245333553885
CHOLAFIN.NS,HINDUNILVR.NS,0.8120019998274307,16,0.30048159657754314
CHOLAFIN.NS,HDFCLIFE.NS,0.756598196513033,20,0.24461754788461887
CHOLAFIN.NS,BANKBARODA.NS,-0.29004800056853863,19,0.33456165784436565
CHOLAFIN.NS,PFC.NS,0.5943158551870702,-12,0.35718663618852364
CHOLAFIN.NS,DMART.NS,0.6356885084698631,-17,0.4105294131258015
CHOLAFIN.NS,SBIN.NS,0.3080959688326578,-1,0.42818796879350973
CHOLAFIN.NS,GODREJCP.NS,0.6503489782975549,-7,0.3179427209058292
CHOLAFIN.NS,UNITDSPR.NS,0.5299986309980687,20,0.3352055507592371
CHOLAFIN.NS,UNIONBANK.NS,-0.4468545250470084,20,0.26725193912716017
CHOLAFIN.NS,KOTAKBANK.NS,0.48026428366653123,-1,0.3528133586462733
CHOLAFIN.NS,ADANIPOWER.NS,0.6521462646167648,-19,0.26380033359253896
CHOLAFIN.NS,BOSCHLTD.NS,0.6764375254217627,17,0.27371817043877167
CHOLAFIN.NS,HCLTECH.NS,0.4162664998548557,20,0.3601552168241532
CHOLAFIN.NS,MARUTI.NS,0.411644436360144,-6,0.401585187199067
CHOLAFIN.NS,AMBUJACEM.NS,0.5065918343851357,-20,0.2948507079266873
CHOLAFIN.NS,NTPC.NS,0.7591459742749963,14,0.3240227840497849
CHOLAFIN.NS,LT.NS,-0.07444045777410983,6,0.4989279922949972
CHOLAFIN.NS,ASIANPAINT.NS,0.6044547053425073,1,0.23211068132913137
CHOLAFIN.NS,RECLTD.NS,0.5689924157790001,1,0.3711600720624779
CHOLAFIN.NS,APOLLOHOSP.NS,0.4572962240248682,20,0.43851383732385174
CHOLAFIN.NS,PIDILITIND.NS,0.6867513387443007,1,0.4132578626558858
CHOLAFIN.NS,ICICIPRULI.NS,0.7563129713921455,20,0.38957202489723286
CHOLAFIN.NS,TORNTPHARM.NS,0.6088337270771214,16,0.2968421558527192
CHOLAFIN.NS,PNB.NS,-0.3655369804625711,20,0.4113816388745577
CHOLAFIN.NS,BEL.NS,0.5167553329598417,1,0.28244017216307804
CHOLAFIN.NS,TECHM.NS,0.364714714152073,20,0.298647890410049
CHOLAFIN.NS,LICI.NS,0.5531121960432488,-20,0.38622757656153817
CHOLAFIN.NS,CIPLA.NS,0.745315088507569,16,0.40554546940412184
CHOLAFIN.NS,NHPC.NS,0.5688951976400515,-20,0.38594883840011207
CHOLAFIN.NS,JIOFIN.NS,-0.29901471187604794,20,0.3096058250345426
CHOLAFIN.NS,TATAMOTORS.NS,0.4189789833002097,-20,0.34473883584667364
CHOLAFIN.NS,DABUR.NS,0.7526980459858958,-7,0.259461205526893
CHOLAFIN.NS,ONGC.NS,0.5382041292524917,-20,0.4379629968322136
CHOLAFIN.NS,IRFC.NS,0.667457425910873,-20,0.2959933094930429
CHOLAFIN.NS,DIVISLAB.NS,0.4039905918561974,20,0.20592282022892183
CHOLAFIN.NS,GAIL.NS,0.6631206972757957,-2,0.3786727042890161
CHOLAFIN.NS,LTIM.NS,0.5446749319746584,20,0.35297662932418883
CHOLAFIN.NS,IRCTC.NS,0.28868498167597495,-20,0.261851313226829
CHOLAFIN.NS,ADANIGREEN.NS,0.28749544122897264,-17,0.2660328796968986
CHOLAFIN.NS,VEDL.NS,0.5883937755996321,10,0.19222064732453514
CHOLAFIN.NS,EICHERMOT.NS,0.4056059676843444,-13,0.23619930009897905
CHOLAFIN.NS,CANBK.NS,-0.28410659655816833,20,0.464959155132475
CHOLAFIN.NS,IOC.NS,0.34005232001066354,-16,0.38984286504752763
CHOLAFIN.NS,GRASIM.NS,0.78822698064382,15,0.4407179399801131
CHOLAFIN.NS,TVSMOTOR.NS,0.7623815851482147,-1,0.3085080251870479
CHOLAFIN.NS,HEROMOTOCO.NS,0.7043382877492901,-4,0.2643630651573574
CHOLAFIN.NS,MOTHERSON.NS,0.8481898538424335,12,0.21031080973851812
CHOLAFIN.NS,DLF.NS,-0.16861491695556285,-20,0.42854276760161625
CHOLAFIN.NS,BPCL.NS,0.5765393647862758,14,0.36243809556633433
CHOLAFIN.NS,JSWENERGY.NS,0.6864209395490275,7,0.35850074959083655
CHOLAFIN.NS,BAJAJ-AUTO.NS,0.7294032308442095,-1,0.18185880520590136
CHOLAFIN.NS,M&M.NS,0.4432777026437312,-1,0.208222082696761
CHOLAFIN.NS,TRENT.NS,0.707655883106634,19,0.2694278373361788
CHOLAFIN.NS,TATAPOWER.NS,0.5187846648097104,1,0.4378190350036043
CHOLAFIN.NS,ABB.NS,0.6170624383881346,1,0.3101945555617238
CHOLAFIN.NS,SIEMENS.NS,0.5431677663056129,1,0.33558424148018084
CHOLAFIN.NS,BHEL.NS,0.5692984776825497,-20,0.38951094785539675
CHOLAFIN.NS,ULTRACEMCO.NS,0.6325374298592853,-1,0.32259572609230425
CHOLAFIN.NS,HAVELLS.NS,0.7909696172645742,-3,0.3498571981465002
CHOLAFIN.NS,VBL.NS,0.45393694275092134,-1,0.3704263073130576
BAJAJFINSV.NS,BAJFINANCE.NS,0.6988361293581765,-1,0.3865792993923154
BAJAJFINSV.NS,INDUSINDBK.NS,-0.37995096562390135,20,0.24263130597187554
BAJAJFINSV.NS,HINDALCO.NS,0.20943599926944076,-1,0.3724907447048815
BAJAJFINSV.NS,COALINDIA.NS,-0.22281937172669103,20,0.2691959196724638
BAJAJFINSV.NS,HDFCBANK.NS,0.4351474107416955,14,0.33289467443028664
BAJAJFINSV.NS,SUNPHARMA.NS,0.6520862331605275,-3,0.30607340417851114
BAJAJFINSV.NS,ZOMATO.NS,0.45324133367800185,-12,0.27727090326996284
BAJAJFINSV.NS,AXISBANK.NS,-0.1280668424843962,11,0.32119726282191396
BAJAJFINSV.NS,JSWSTEEL.NS,0.593903587481174,-1,0.2980909337780464
BAJAJFINSV.NS,ICICIGI.NS,0.6061546132869894,-20,0.34649841913999446
BAJAJFINSV.NS,NAUKRI.NS,0.4888612116932747,-2,0.29003984280461315
BAJAJFINSV.NS,NESTLEIND.NS,-0.297659729302145,20,0.3588831324911308
BAJAJFINSV.NS,RELIANCE.NS,-0.46194422787098566,19,0.3281398489191306
BAJAJFINSV.NS,INDIGO.NS,0.4680963744901491,-3,0.25778684490902926
BAJAJFINSV.NS,BHARTIARTL.NS,0.6868660802794517,-1,0.23991730976664583
BAJAJFINSV.NS,ICICIBANK.NS,0.5152451696201398,17,0.40229648613724744
BAJAJFINSV.NS,WIPRO.NS,0.46497491162525345,-1,0.3946510263257246
BAJAJFINSV.NS,POWERGRID.NS,0.23978645455621808,-20,0.4436787628512402
BAJAJFINSV.NS,TITAN.NS,0.3213274145788754,-19,0.5474179840551072
BAJAJFINSV.NS,ATGL.NS,-0.5823184283605485,6,0.23816740223696375
BAJAJFINSV.NS,SHREECEM.NS,-0.2322490310665251,17,0.601029059364087
BAJAJFINSV.NS,ADANIPORTS.NS,-0.3286841867124999,19,0.38244912364017336
