Stock A,Stock B,Correlation,Lag,Category
ICICIGI.NS,GAIL.NS,0.739516275592338,-24,Positive
ICICIGI.NS,LTIM.NS,0.818049875983127,3,Positive
ICICIGI.NS,IRCTC.NS,-0.6256190421763997,24,Negative
ICICIGI.NS,ADANIGREEN.NS,-0.19302538245407486,24,No Correlation
ICICIGI.NS,VEDL.NS,0.597640429794245,1,Positive
ICICIGI.NS,EICHERMOT.NS,0.5083658761490746,-24,Positive
ICICIGI.NS,CANBK.NS,-0.637188328663173,24,Negative
ICICIGI.NS,IOC.NS,0.2638474922315916,-17,No Correlation
ICICIGI.NS,GRASIM.NS,0.8213794656664267,-4,Positive
ICICIGI.NS,TVSMOTOR.NS,0.8633095251488617,-1,Positive
ICICIGI.NS,HEROMOTOCO.NS,0.6782271065705847,-24,Positive
ICICIGI.NS,MOTHERSON.NS,0.8312424885507944,-10,Positive
ICICIGI.NS,DLF.NS,-0.243843088504251,-24,No Correlation
ICICIGI.NS,BPCL.NS,0.5449651836788028,-24,Positive
ICICIGI.NS,JSWENERGY.NS,0.8167922626388315,-20,Positive
ICICIGI.NS,BAJAJ-AUTO.NS,0.7166108747302689,-18,Positive
ICICIGI.NS,M&M.NS,0.5363615371876184,-1,Positive
ICICIGI.NS,TRENT.NS,0.8791820150847733,11,Positive
ICICIGI.NS,TATAPOWER.NS,0.3297024505792006,-24,No Correlation
ICICIGI.NS,ABB.NS,0.5777352390092916,-24,Positive
ICICIGI.NS,SIEMENS.NS,0.5479773883210757,-24,Positive
ICICIGI.NS,BHEL.NS,-0.48668494700701415,24,No Correlation
ICICIGI.NS,ULTRACEMCO.NS,0.7209298793683966,-21,Positive
ICICIGI.NS,HAVELLS.NS,0.6962480763401201,-24,Positive
ICICIGI.NS,VBL.NS,0.5780526239141764,-24,Positive
NAUKRI.NS,NESTLEIND.NS,-0.6539085444917848,24,Negative
NAUKRI.NS,RELIANCE.NS,-0.6997256628532512,24,Negative
NAUKRI.NS,INDIGO.NS,0.6700253554057023,-2,Positive
NAUKRI.NS,BHARTIARTL.NS,0.8623122332765623,2,Positive
NAUKRI.NS,ICICIBANK.NS,0.911958916181325,-1,Positive
NAUKRI.NS,WIPRO.NS,0.8496032431733389,24,Positive
NAUKRI.NS,POWERGRID.NS,0.563978194151975,-24,Positive
NAUKRI.NS,TITAN.NS,-0.33369275900381734,-24,No Correlation
NAUKRI.NS,ATGL.NS,-0.8987617187662118,24,Negative
NAUKRI.NS,SHREECEM.NS,-0.16541087231352722,-24,No Correlation
NAUKRI.NS,ADANIPORTS.NS,-0.5391497096106637,24,Negative
NAUKRI.NS,SBILIFE.NS,0.45127154579833917,-24,No Correlation
NAUKRI.NS,DRREDDY.NS,0.43852583150334334,-24,No Correlation
NAUKRI.NS,TATACONSUM.NS,-0.5919232953261769,24,Negative
NAUKRI.NS,INFY.NS,0.8533174253637988,1,Positive
NAUKRI.NS,BRITANNIA.NS,0.4308397679203078,-24,No Correlation
NAUKRI.NS,ZYDUSLIFE.NS,-0.3740307928636435,24,No Correlation
NAUKRI.NS,ADANIENT.NS,-0.7272823047210789,24,Negative
NAUKRI.NS,HAL.NS,-0.34845247272769664,24,No Correlation
NAUKRI.NS,ADANIENSOL.NS,-0.735050343804559,24,Negative
NAUKRI.NS,LODHA.NS,0.23640083505009254,-1,No Correlation
NAUKRI.NS,TCS.NS,0.6634529719690859,-15,Positive
NAUKRI.NS,JINDALSTEL.NS,-0.47326113912914924,24,No Correlation
NAUKRI.NS,ITC.NS,0.7669314524519195,-24,Positive
NAUKRI.NS,TATASTEEL.NS,-0.8361480765098038,24,Negative
NAUKRI.NS,HINDUNILVR.NS,0.6115010595771285,-24,Positive
NAUKRI.NS,HDFCLIFE.NS,0.7239437472927518,-24,Positive
NAUKRI.NS,BANKBARODA.NS,-0.7194545919077628,24,Negative
NAUKRI.NS,PFC.NS,0.44965440516152405,-24,No Correlation
NAUKRI.NS,DMART.NS,-0.602453277089485,24,Negative
NAUKRI.NS,SBIN.NS,-0.30317565711574473,24,No Correlation
NAUKRI.NS,GODREJCP.NS,-0.4632199193163472,24,No Correlation
NAUKRI.NS,UNITDSPR.NS,0.9323651924002825,1,Positive
NAUKRI.NS,UNIONBANK.NS,-0.8661042579752644,22,Negative
NAUKRI.NS,KOTAKBANK.NS,0.4147458114177083,-1,No Correlation
NAUKRI.NS,ADANIPOWER.NS,-0.6580636189382726,24,Negative
NAUKRI.NS,BOSCHLTD.NS,0.6846773184178725,-22,Positive
NAUKRI.NS,HCLTECH.NS,0.8707327192548626,10,Positive
NAUKRI.NS,MARUTI.NS,-0.5634416557954789,18,Negative
NAUKRI.NS,AMBUJACEM.NS,-0.7498548116048523,24,Negative
NAUKRI.NS,NTPC.NS,0.5378924138287831,-24,Positive
NAUKRI.NS,LT.NS,0.21580945227318096,-15,No Correlation
NAUKRI.NS,ASIANPAINT.NS,-0.3966800446060625,24,No Correlation
NAUKRI.NS,RECLTD.NS,0.45276725574317345,-24,No Correlation
NAUKRI.NS,APOLLOHOSP.NS,0.884594838485602,1,Positive
NAUKRI.NS,PIDILITIND.NS,0.5114433878472443,-16,Positive
NAUKRI.NS,ICICIPRULI.NS,0.8143365165462915,-24,Positive
NAUKRI.NS,TORNTPHARM.NS,0.8538457816557923,-1,Positive
NAUKRI.NS,PNB.NS,-0.9032794510327088,24,Negative
NAUKRI.NS,BEL.NS,0.4836057052490162,-15,No Correlation
NAUKRI.NS,TECHM.NS,0.8958126731083335,1,Positive
NAUKRI.NS,LICI.NS,-0.628196872258576,24,Negative
NAUKRI.NS,CIPLA.NS,0.5932387131043787,-24,Positive
NAUKRI.NS,NHPC.NS,-0.7732714284268607,24,Negative
NAUKRI.NS,JIOFIN.NS,-0.8240896087239755,24,Negative
NAUKRI.NS,TATAMOTORS.NS,-0.7192847023427518,24,Negative
NAUKRI.NS,DABUR.NS,-0.2686473212128197,24,No Correlation
NAUKRI.NS,ONGC.NS,-0.4960963045888645,24,No Correlation
NAUKRI.NS,IRFC.NS,-0.5411005861527372,24,Negative
NAUKRI.NS,DIVISLAB.NS,0.905763017761209,1,Positive
NAUKRI.NS,GAIL.NS,-0.41834369646889424,24,No Correlation
NAUKRI.NS,LTIM.NS,0.8651504133887935,-10,Positive
NAUKRI.NS,IRCTC.NS,-0.8982199192277112,24,Negative
NAUKRI.NS,ADANIGREEN.NS,-0.6670759590256711,24,Negative
NAUKRI.NS,VEDL.NS,0.6564366063579565,-1,Positive
NAUKRI.NS,EICHERMOT.NS,0.6251443338796911,22,Positive
NAUKRI.NS,CANBK.NS,-0.8787535994267796,24,Negative
NAUKRI.NS,IOC.NS,-0.6771583198047583,24,Negative
NAUKRI.NS,GRASIM.NS,0.6311790537239615,-24,Positive
NAUKRI.NS,TVSMOTOR.NS,0.7309385383426543,-21,Positive
NAUKRI.NS,HEROMOTOCO.NS,-0.4020806995364518,24,No Correlation
NAUKRI.NS,MOTHERSON.NS,0.6134454489769284,-24,Positive
NAUKRI.NS,DLF.NS,-0.5565755099115468,24,Negative
NAUKRI.NS,BPCL.NS,-0.33804951397260985,24,No Correlation
NAUKRI.NS,JSWENERGY.NS,0.5767789473022031,-24,Positive
NAUKRI.NS,BAJAJ-AUTO.NS,0.5759256679113317,-24,Positive
NAUKRI.NS,M&M.NS,0.839706253453084,1,Positive
NAUKRI.NS,TRENT.NS,0.8676972484426408,-1,Positive
NAUKRI.NS,TATAPOWER.NS,-0.4617552443147123,24,No Correlation
NAUKRI.NS,ABB.NS,-0.4113870657888538,24,No Correlation
NAUKRI.NS,SIEMENS.NS,0.46073441367021867,-15,No Correlation
NAUKRI.NS,BHEL.NS,-0.7484140567024569,24,Negative
NAUKRI.NS,ULTRACEMCO.NS,0.682207351886645,-1,Positive
NAUKRI.NS,HAVELLS.NS,0.3684608091024021,-24,No Correlation
NAUKRI.NS,VBL.NS,0.3714303150908644,-14,No Correlation
NESTLEIND.NS,RELIANCE.NS,0.8170992654564158,-2,Positive
NESTLEIND.NS,INDIGO.NS,-0.24623129607187716,24,No Correlation
NESTLEIND.NS,BHARTIARTL.NS,-0.612978126134141,-22,Negative
NESTLEIND.NS,ICICIBANK.NS,-0.6618214218573505,-22,Negative
NESTLEIND.NS,WIPRO.NS,-0.6968159992337285,-21,Negative
NESTLEIND.NS,POWERGRID.NS,0.29407438747261044,17,No Correlation
NESTLEIND.NS,TITAN.NS,0.5421706012755991,1,Positive
NESTLEIND.NS,ATGL.NS,0.7507637145036857,-23,Positive
NESTLEIND.NS,SHREECEM.NS,-0.5015502544780012,24,Negative
NESTLEIND.NS,ADANIPORTS.NS,0.6575386711709945,5,Positive
NESTLEIND.NS,SBILIFE.NS,0.46873292991925486,5,No Correlation
NESTLEIND.NS,DRREDDY.NS,0.23751789199345186,19,No Correlation
NESTLEIND.NS,TATACONSUM.NS,0.7987733183197387,-2,Positive
NESTLEIND.NS,INFY.NS,-0.5262898118781266,-24,Negative
NESTLEIND.NS,BRITANNIA.NS,0.45538867771677666,8,No Correlation
NESTLEIND.NS,ZYDUSLIFE.NS,0.5232586091680204,5,Positive
NESTLEIND.NS,ADANIENT.NS,0.7196387399800761,4,Positive
NESTLEIND.NS,HAL.NS,0.2953317823916763,-16,No Correlation
NESTLEIND.NS,ADANIENSOL.NS,0.7312605851577161,21,Positive
NESTLEIND.NS,LODHA.NS,-0.18171731539756983,22,No Correlation
NESTLEIND.NS,TCS.NS,-0.20539317888032652,-24,No Correlation
NESTLEIND.NS,JINDALSTEL.NS,0.3284886930050513,6,No Correlation
NESTLEIND.NS,ITC.NS,0.26013285891272386,20,No Correlation
NESTLEIND.NS,TATASTEEL.NS,0.6668879173776503,5,Positive
NESTLEIND.NS,HINDUNILVR.NS,0.3421379234112252,-1,No Correlation
NESTLEIND.NS,HDFCLIFE.NS,0.2591481845207876,22,No Correlation
NESTLEIND.NS,BANKBARODA.NS,0.4790245606422002,1,No Correlation
NESTLEIND.NS,PFC.NS,0.24075351134107134,3,No Correlation
NESTLEIND.NS,DMART.NS,0.7287392939700328,-2,Positive
NESTLEIND.NS,SBIN.NS,0.2241035507676748,24,No Correlation
NESTLEIND.NS,GODREJCP.NS,0.6495215494372499,-2,Positive
NESTLEIND.NS,UNITDSPR.NS,-0.5780130346779522,-24,Negative
NESTLEIND.NS,UNIONBANK.NS,0.6003845358655822,-24,Positive
NESTLEIND.NS,KOTAKBANK.NS,-0.36620288844347193,24,No Correlation
NESTLEIND.NS,ADANIPOWER.NS,0.6402258967560968,-14,Positive
NESTLEIND.NS,BOSCHLTD.NS,-0.5021285046318239,-24,Negative
NESTLEIND.NS,HCLTECH.NS,-0.7308220384940913,-24,Negative
NESTLEIND.NS,MARUTI.NS,0.5125778386362525,-24,Positive
NESTLEIND.NS,AMBUJACEM.NS,0.7087748124894545,1,Positive
NESTLEIND.NS,NTPC.NS,0.6042791996958747,21,Positive
NESTLEIND.NS,LT.NS,0.2336438745441487,-1,No Correlation
NESTLEIND.NS,ASIANPAINT.NS,0.6816332740242431,19,Positive
NESTLEIND.NS,RECLTD.NS,0.3468603032374011,21,No Correlation
NESTLEIND.NS,APOLLOHOSP.NS,-0.6695475182482905,-24,Negative
NESTLEIND.NS,PIDILITIND.NS,0.40545652611318117,19,No Correlation
NESTLEIND.NS,ICICIPRULI.NS,-0.33493442225300174,-24,No Correlation
NESTLEIND.NS,TORNTPHARM.NS,-0.3892245960079623,-24,No Correlation
NESTLEIND.NS,PNB.NS,0.6873163121145941,-22,Positive
NESTLEIND.NS,BEL.NS,0.0,0,No Correlation
NESTLEIND.NS,TECHM.NS,-0.659240580389018,-4,Negative
NESTLEIND.NS,LICI.NS,0.6921916323267112,-17,Positive
NESTLEIND.NS,CIPLA.NS,0.31394560947417627,-1,No Correlation
NESTLEIND.NS,NHPC.NS,0.7318932381246055,-24,Positive
NESTLEIND.NS,JIOFIN.NS,0.6430242637315882,4,Positive
NESTLEIND.NS,TATAMOTORS.NS,0.7415368317695007,-23,Positive
NESTLEIND.NS,DABUR.NS,0.5712674008588898,-1,Positive
NESTLEIND.NS,ONGC.NS,0.6803668197684746,5,Positive
NESTLEIND.NS,IRFC.NS,0.5340122061215578,-24,Positive
NESTLEIND.NS,DIVISLAB.NS,-0.6949230748092544,-20,Negative
NESTLEIND.NS,GAIL.NS,0.5465319655000961,17,Positive
NESTLEIND.NS,LTIM.NS,-0.5955589923715453,-24,Negative
NESTLEIND.NS,IRCTC.NS,0.7019281949458523,-23,Positive
NESTLEIND.NS,ADANIGREEN.NS,0.771342564892009,-4,Positive
NESTLEIND.NS,VEDL.NS,-0.33091146037801156,-24,No Correlation
NESTLEIND.NS,EICHERMOT.NS,-0.576031022543443,13,Negative
NESTLEIND.NS,CANBK.NS,0.6661853821573134,-24,Positive
NESTLEIND.NS,IOC.NS,0.7532213427758117,-2,Positive
NESTLEIND.NS,GRASIM.NS,0.21144155446602272,10,No Correlation
NESTLEIND.NS,TVSMOTOR.NS,-0.14343304196487658,-24,No Correlation
NESTLEIND.NS,HEROMOTOCO.NS,0.6279584536070628,-1,Positive
NESTLEIND.NS,MOTHERSON.NS,0.2670679805289663,10,No Correlation
NESTLEIND.NS,DLF.NS,0.5759220134336576,6,Positive
NESTLEIND.NS,BPCL.NS,0.6167162825131911,21,Positive
NESTLEIND.NS,JSWENERGY.NS,0.3481927118656668,5,No Correlation
NESTLEIND.NS,BAJAJ-AUTO.NS,0.5131250601125872,20,Positive
NESTLEIND.NS,M&M.NS,-0.5780914807930698,-24,Negative
NESTLEIND.NS,TRENT.NS,-0.47849753357911085,-24,No Correlation
NESTLEIND.NS,TATAPOWER.NS,0.5336235276641164,21,Positive
NESTLEIND.NS,ABB.NS,0.38735482084656303,7,No Correlation
NESTLEIND.NS,SIEMENS.NS,0.13933470192495465,7,No Correlation
NESTLEIND.NS,BHEL.NS,0.631973754665345,-24,Positive
NESTLEIND.NS,ULTRACEMCO.NS,-0.33293141529410747,24,No Correlation
NESTLEIND.NS,HAVELLS.NS,0.35334865014179123,5,No Correlation
NESTLEIND.NS,VBL.NS,0.16419676422521576,-4,No Correlation
RELIANCE.NS,INDIGO.NS,-0.155920593362192,-23,No Correlation
RELIANCE.NS,BHARTIARTL.NS,-0.6456574827552587,-24,Negative
RELIANCE.NS,ICICIBANK.NS,-0.6589814089885198,-20,Negative
RELIANCE.NS,WIPRO.NS,-0.7449067932164718,-24,Negative
RELIANCE.NS,POWERGRID.NS,0.563928157125636,21,Positive
RELIANCE.NS,TITAN.NS,0.4299173542997389,1,No Correlation
RELIANCE.NS,ATGL.NS,0.7997133362652437,-24,Positive
RELIANCE.NS,SHREECEM.NS,-0.3593430239767626,24,No Correlation
RELIANCE.NS,ADANIPORTS.NS,0.8120925268745485,1,Positive
RELIANCE.NS,SBILIFE.NS,0.5739600306447219,22,Positive
RELIANCE.NS,DRREDDY.NS,0.4064707430007837,18,No Correlation
RELIANCE.NS,TATACONSUM.NS,0.8371218319578118,3,Positive
RELIANCE.NS,INFY.NS,-0.6385750049072602,-24,Negative
RELIANCE.NS,BRITANNIA.NS,0.6190804914380557,24,Positive
RELIANCE.NS,ZYDUSLIFE.NS,0.688289855258309,19,Positive
RELIANCE.NS,ADANIENT.NS,0.747970712334625,-17,Positive
RELIANCE.NS,HAL.NS,0.4492199908157954,-1,No Correlation
RELIANCE.NS,ADANIENSOL.NS,0.7682646232429059,17,Positive
RELIANCE.NS,LODHA.NS,0.249782366429723,-1,No Correlation
RELIANCE.NS,TCS.NS,-0.3615335808950465,-24,No Correlation
RELIANCE.NS,JINDALSTEL.NS,0.44136813583699125,-1,No Correlation
RELIANCE.NS,ITC.NS,0.4433092681246614,24,No Correlation
RELIANCE.NS,TATASTEEL.NS,0.7057075910628209,1,Positive
RELIANCE.NS,HINDUNILVR.NS,0.5411261990081019,24,Positive
RELIANCE.NS,HDFCLIFE.NS,-0.38683906875965685,-24,No Correlation
RELIANCE.NS,BANKBARODA.NS,0.589517790883634,-24,Positive
RELIANCE.NS,PFC.NS,0.503583144766336,2,Positive
RELIANCE.NS,DMART.NS,0.8256018275792699,7,Positive
RELIANCE.NS,SBIN.NS,0.3250875010449049,1,No Correlation
RELIANCE.NS,GODREJCP.NS,0.7742632342300311,14,Positive
RELIANCE.NS,UNITDSPR.NS,-0.6340149273644471,-24,Negative
RELIANCE.NS,UNIONBANK.NS,0.7014335320282261,-24,Positive
RELIANCE.NS,KOTAKBANK.NS,-0.26544717218135877,-18,No Correlation
RELIANCE.NS,ADANIPOWER.NS,0.7629292464996906,-1,Positive
RELIANCE.NS,BOSCHLTD.NS,-0.4345773322103424,-24,No Correlation
RELIANCE.NS,HCLTECH.NS,-0.8151954390892058,-24,Negative
RELIANCE.NS,MARUTI.NS,0.5535637891350528,-22,Positive
RELIANCE.NS,AMBUJACEM.NS,0.8610738389678858,1,Positive
RELIANCE.NS,NTPC.NS,0.757831838213152,23,Positive
RELIANCE.NS,LT.NS,0.35439753559798487,1,No Correlation
RELIANCE.NS,ASIANPAINT.NS,0.8369084930793675,22,Positive
RELIANCE.NS,RECLTD.NS,0.5702815758453069,21,Positive
RELIANCE.NS,APOLLOHOSP.NS,-0.7475124348647537,-24,Negative
RELIANCE.NS,PIDILITIND.NS,0.525310981960305,22,Positive
RELIANCE.NS,ICICIPRULI.NS,0.4453009019574199,23,No Correlation
RELIANCE.NS,TORNTPHARM.NS,-0.5091595891911488,-24,Negative
RELIANCE.NS,PNB.NS,0.7678559388281005,-24,Positive
RELIANCE.NS,BEL.NS,0.21005156540144296,1,No Correlation
RELIANCE.NS,TECHM.NS,-0.719957950551173,-20,Negative
RELIANCE.NS,LICI.NS,0.8420355326045899,1,Positive
RELIANCE.NS,CIPLA.NS,0.4718003261372211,18,No Correlation
RELIANCE.NS,NHPC.NS,0.8027778466182101,1,Positive
RELIANCE.NS,JIOFIN.NS,0.6116322565185452,1,Positive
RELIANCE.NS,TATAMOTORS.NS,0.8771892937209632,1,Positive
RELIANCE.NS,DABUR.NS,0.6661765110470009,16,Positive
RELIANCE.NS,ONGC.NS,0.8124479406807277,16,Positive
RELIANCE.NS,IRFC.NS,0.6421697081343722,-1,Positive
RELIANCE.NS,DIVISLAB.NS,-0.7300934911747078,-23,Negative
RELIANCE.NS,GAIL.NS,0.7462921666849026,21,Positive
RELIANCE.NS,LTIM.NS,-0.6698937812446878,-24,Negative
RELIANCE.NS,IRCTC.NS,0.7898841149917787,-24,Positive
RELIANCE.NS,ADANIGREEN.NS,0.7643601948529917,21,Positive
RELIANCE.NS,VEDL.NS,-0.31099694300666664,-22,No Correlation
RELIANCE.NS,EICHERMOT.NS,-0.3791757023859148,8,No Correlation
RELIANCE.NS,CANBK.NS,0.767306727420008,-24,Positive
RELIANCE.NS,IOC.NS,0.8806210811436859,1,Positive
RELIANCE.NS,GRASIM.NS,0.3530253026611971,16,No Correlation
RELIANCE.NS,TVSMOTOR.NS,0.2727175731271451,22,No Correlation
RELIANCE.NS,HEROMOTOCO.NS,0.6829402356714894,11,Positive
RELIANCE.NS,MOTHERSON.NS,0.4533992120380874,21,No Correlation
RELIANCE.NS,DLF.NS,0.536176423642285,16,Positive
RELIANCE.NS,BPCL.NS,0.7975379434596077,21,Positive
RELIANCE.NS,JSWENERGY.NS,0.5117057932906804,17,Positive
RELIANCE.NS,BAJAJ-AUTO.NS,0.6513630826610439,23,Positive
RELIANCE.NS,M&M.NS,-0.5459588168879522,-9,Negative
RELIANCE.NS,TRENT.NS,-0.5577767312819619,-24,Negative
RELIANCE.NS,TATAPOWER.NS,0.5852367187432899,21,Positive
RELIANCE.NS,ABB.NS,0.5239677960636749,21,Positive
RELIANCE.NS,SIEMENS.NS,0.26031937505193287,24,No Correlation
RELIANCE.NS,BHEL.NS,0.7781924807465802,-1,Positive
RELIANCE.NS,ULTRACEMCO.NS,-0.23665272768890408,-24,No Correlation
RELIANCE.NS,HAVELLS.NS,0.5753860647895546,21,Positive
RELIANCE.NS,VBL.NS,0.3072340579534362,-1,No Correlation
INDIGO.NS,BHARTIARTL.NS,0.703381289734442,5,Positive
INDIGO.NS,ICICIBANK.NS,0.592709878760729,3,Positive
INDIGO.NS,WIPRO.NS,0.43997762317130307,24,No Correlation
INDIGO.NS,POWERGRID.NS,0.6456563983795887,-13,Positive
INDIGO.NS,TITAN.NS,-0.31779620617166554,-24,No Correlation
INDIGO.NS,ATGL.NS,-0.5429047393925106,24,Negative
INDIGO.NS,SHREECEM.NS,0.28831182689520507,2,No Correlation
INDIGO.NS,ADANIPORTS.NS,0.3385708934975283,-17,No Correlation
INDIGO.NS,SBILIFE.NS,0.5417977509323566,21,Positive
INDIGO.NS,DRREDDY.NS,0.5519445717273535,15,Positive
INDIGO.NS,TATACONSUM.NS,0.1433205535586811,-17,No Correlation
INDIGO.NS,INFY.NS,0.669052961312338,3,Positive
INDIGO.NS,BRITANNIA.NS,0.5369284942783722,15,Positive
INDIGO.NS,ZYDUSLIFE.NS,0.4320988077048488,-24,No Correlation
INDIGO.NS,ADANIENT.NS,-0.27831572608335564,-4,No Correlation
INDIGO.NS,HAL.NS,0.5165132459550699,-10,Positive
INDIGO.NS,ADANIENSOL.NS,-0.3159208310808723,24,No Correlation
INDIGO.NS,LODHA.NS,0.38098235215214793,-1,No Correlation
INDIGO.NS,TCS.NS,0.569205318062245,-9,Positive
INDIGO.NS,JINDALSTEL.NS,0.4948908824991048,1,No Correlation
INDIGO.NS,ITC.NS,0.6588901946775129,-1,Positive
INDIGO.NS,TATASTEEL.NS,-0.3677871383071464,24,No Correlation
INDIGO.NS,HINDUNILVR.NS,0.6201034270940723,6,Positive
INDIGO.NS,HDFCLIFE.NS,0.6587808928325519,24,Positive
INDIGO.NS,BANKBARODA.NS,-0.4751560808050219,22,No Correlation
INDIGO.NS,PFC.NS,0.6206935652796192,-10,Positive
INDIGO.NS,DMART.NS,0.3946201053645185,-17,No Correlation
INDIGO.NS,SBIN.NS,0.33690067079979846,-15,No Correlation
INDIGO.NS,GODREJCP.NS,0.4395721776241204,-21,No Correlation
INDIGO.NS,UNITDSPR.NS,0.7234884553844655,2,Positive
INDIGO.NS,UNIONBANK.NS,-0.7034705342125681,24,Negative
INDIGO.NS,KOTAKBANK.NS,0.46475803547425704,-1,No Correlation
INDIGO.NS,ADANIPOWER.NS,0.28838638904680114,-24,No Correlation
INDIGO.NS,BOSCHLTD.NS,0.5779275681869476,9,Positive
INDIGO.NS,HCLTECH.NS,0.5498587361928099,24,Positive
INDIGO.NS,MARUTI.NS,-0.30712560708621195,22,No Correlation
INDIGO.NS,AMBUJACEM.NS,-0.2700712259386627,24,No Correlation
INDIGO.NS,NTPC.NS,0.48377968183782244,15,No Correlation
INDIGO.NS,LT.NS,0.1780163750489555,-15,No Correlation
INDIGO.NS,ASIANPAINT.NS,0.37751330744034406,4,No Correlation
INDIGO.NS,RECLTD.NS,0.5772914682481041,-10,Positive
INDIGO.NS,APOLLOHOSP.NS,0.5664534728587781,4,Positive
INDIGO.NS,PIDILITIND.NS,0.5736584291277285,1,Positive
INDIGO.NS,ICICIPRULI.NS,0.6406973707688245,6,Positive
INDIGO.NS,TORNTPHARM.NS,0.7751960485687426,2,Positive
INDIGO.NS,PNB.NS,-0.6174925476607179,24,Negative
INDIGO.NS,BEL.NS,0.5458470258320112,-10,Positive
INDIGO.NS,TECHM.NS,0.5384500307891765,24,Positive
INDIGO.NS,LICI.NS,0.33560947435909233,-17,No Correlation
INDIGO.NS,CIPLA.NS,0.6037762709341092,15,Positive
INDIGO.NS,NHPC.NS,-0.3331118304914738,24,No Correlation
INDIGO.NS,JIOFIN.NS,-0.4859272635251029,24,No Correlation
INDIGO.NS,TATAMOTORS.NS,0.24308074492295934,-24,No Correlation
INDIGO.NS,DABUR.NS,0.4596168493135377,-5,No Correlation
INDIGO.NS,ONGC.NS,0.33650887159865717,-15,No Correlation
INDIGO.NS,IRFC.NS,0.4782919292710756,-15,No Correlation
INDIGO.NS,DIVISLAB.NS,0.5851435867803102,24,Positive
INDIGO.NS,GAIL.NS,0.4834323538553336,-14,No Correlation
INDIGO.NS,LTIM.NS,0.6201247297254147,4,Positive
INDIGO.NS,IRCTC.NS,-0.48067817216374625,24,No Correlation
INDIGO.NS,ADANIGREEN.NS,-0.23441074147505855,24,No Correlation
INDIGO.NS,VEDL.NS,0.6469117113074969,2,Positive
INDIGO.NS,EICHERMOT.NS,0.5370719980708584,-17,Positive
INDIGO.NS,CANBK.NS,-0.5286941149504026,24,Negative
INDIGO.NS,IOC.NS,-0.17737639841602595,24,No Correlation
INDIGO.NS,GRASIM.NS,0.7017325089567126,-1,Positive
INDIGO.NS,TVSMOTOR.NS,0.7873901484330083,1,Positive
INDIGO.NS,HEROMOTOCO.NS,0.44211614536206495,-3,No Correlation
INDIGO.NS,MOTHERSON.NS,0.6759114461585071,3,Positive
INDIGO.NS,DLF.NS,-0.43729981450247457,-24,No Correlation
INDIGO.NS,BPCL.NS,0.3925886824961937,5,No Correlation
INDIGO.NS,JSWENERGY.NS,0.5641606400466533,-11,Positive
INDIGO.NS,BAJAJ-AUTO.NS,0.5385159296942208,1,Positive
INDIGO.NS,M&M.NS,0.5828431705332655,2,Positive
INDIGO.NS,TRENT.NS,0.7668839412505581,6,Positive
INDIGO.NS,TATAPOWER.NS,0.35552921436811463,2,No Correlation
INDIGO.NS,ABB.NS,0.4630969874323975,-2,No Correlation
INDIGO.NS,SIEMENS.NS,0.4800854160729258,-5,No Correlation
INDIGO.NS,BHEL.NS,0.30245277715157487,-14,No Correlation
INDIGO.NS,ULTRACEMCO.NS,0.7065695930113898,2,Positive
INDIGO.NS,HAVELLS.NS,0.6860209584624956,-1,Positive
INDIGO.NS,VBL.NS,0.49312699636584884,1,No Correlation
BHARTIARTL.NS,ICICIBANK.NS,0.8248842107253278,1,Positive
BHARTIARTL.NS,WIPRO.NS,0.8012642291666082,24,Positive
BHARTIARTL.NS,POWERGRID.NS,0.5121416233944533,-24,Positive
BHARTIARTL.NS,TITAN.NS,-0.3740241169368524,20,No Correlation
BHARTIARTL.NS,ATGL.NS,-0.8858198802058144,18,Negative
BHARTIARTL.NS,SHREECEM.NS,0.15131272461734746,2,No Correlation
BHARTIARTL.NS,ADANIPORTS.NS,-0.46558055706488644,24,No Correlation
BHARTIARTL.NS,SBILIFE.NS,0.37685886576765726,-23,No Correlation
BHARTIARTL.NS,DRREDDY.NS,0.6064290029957695,-24,Positive
BHARTIARTL.NS,TATACONSUM.NS,-0.5732160202613154,24,Negative
BHARTIARTL.NS,INFY.NS,0.81741293948416,-6,Positive
BHARTIARTL.NS,BRITANNIA.NS,0.38256969622281634,-13,No Correlation
BHARTIARTL.NS,ZYDUSLIFE.NS,-0.3855045782161718,24,No Correlation
BHARTIARTL.NS,ADANIENT.NS,-0.7039486472008676,24,Negative
BHARTIARTL.NS,HAL.NS,0.2976910789232373,-24,No Correlation
BHARTIARTL.NS,ADANIENSOL.NS,-0.7070316522727067,24,Negative
BHARTIARTL.NS,LODHA.NS,-0.23756358654173104,24,No Correlation
BHARTIARTL.NS,TCS.NS,0.6961536212412565,-23,Positive
BHARTIARTL.NS,JINDALSTEL.NS,-0.47224920406490534,24,No Correlation
BHARTIARTL.NS,ITC.NS,0.7683031603723532,-24,Positive
BHARTIARTL.NS,TATASTEEL.NS,-0.7651305444863694,24,Negative
BHARTIARTL.NS,HINDUNILVR.NS,0.5476528355239417,-24,Positive
BHARTIARTL.NS,HDFCLIFE.NS,0.58767568543579,-22,Positive
BHARTIARTL.NS,BANKBARODA.NS,-0.7746117813742835,-6,Negative
BHARTIARTL.NS,PFC.NS,0.42662459245222883,-24,No Correlation
BHARTIARTL.NS,DMART.NS,-0.570668682402046,24,Negative
